num_features,features,wMAPE_val,RMSE_val,MAE_val,R2_val,wMAPE_test,RMSE_test,MAE_test,R2_test
5,"('color', 'depth', 'x', 'y', 'z')",0.3519591974520686,1824.295661401598,1370.9163874893497,0.790244884985118,0.34886317675329465,1888.5796557827464,1377.6049781747279,0.7775234501451013
5,"('color', 'table', 'x', 'y', 'z')",0.3497483024184369,1815.2224863767801,1362.3047295057925,0.7923261399531442,0.34579212568200274,1805.7099635517595,1365.4778878827294,0.7966193572068467
5,"('clarity', 'depth', 'table', 'x', 'y')",0.3194773901236319,1666.3646282766854,1244.3964889210229,0.8249902734355002,0.3119992537141101,1642.717848803614,1232.0352325614108,0.831678505427189
5,"('clarity', 'depth', 'table', 'x', 'z')",0.3196241866125077,1665.5317304868975,1244.9682759738475,0.8251651796752449,0.3129761210882811,1681.8732066812622,1235.8927258348444,0.82355874797173
5,"('clarity', 'depth', 'table', 'y', 'z')",0.3203045558988156,1674.9796190651014,1247.618382608072,0.8231760191865498,0.3166001280290154,2308.113683235341,1250.2033505587194,0.6677017775890994
5,"('clarity', 'depth', 'x', 'y', 'z')",0.3198861093319011,1668.0611995524444,1245.9884912455939,0.8246337276718572,0.3133235011907341,1682.5969571793053,1237.2644743894261,0.8234068614685207
5,"('clarity', 'table', 'x', 'y', 'z')",0.3195762316080468,1665.4900078255628,1244.7814864199634,0.82517393901918,0.3128104916423503,1669.238733747895,1235.2386816007406,0.8261996950068371
5,"('depth', 'table', 'x', 'y', 'z')",0.3489245631755684,1837.4772412385694,1359.0961825059082,0.7872027324882884,0.3452473880002618,1884.1952502317804,1363.3268057617972,0.7785552257149088
6,"('carat', 'cut', 'color', 'clarity', 'depth', 'table')",0.22184776117137547,1268.0463869759396,864.1192885975953,0.8986573184726,0.2126215608706405,1193.1857903815912,839.6085922528051,0.9111965635237974
6,"('carat', 'cut', 'color', 'clarity', 'depth', 'x')",0.2088531867144776,1258.8203438702408,813.5041172925811,0.9001266504368277,0.19949962291467793,1165.616062895377,787.7921545890005,0.9152529335083419
6,"('carat', 'cut', 'color', 'clarity', 'depth', 'y')",0.21702245151018187,1263.2046103786367,845.3242233254572,0.8994297536936064,0.20788673658111234,1185.1893201096868,820.9115271949779,0.9123828574455275
6,"('carat', 'cut', 'color', 'clarity', 'depth', 'z')",0.2090855375983813,1258.7535845278437,814.4091472980394,0.9001372433738949,0.20060291033746544,1231.853374409405,792.1488604475397,0.9053475931485913
